SPECID,OB star,AF star,Gstar,Kstar,Mstar
G12_Y1_DS1_337,,,,,1
G15_Y3_015_046,,,,,1
G15_Y6_101_218,,,,,1
G09_Y1_FX2_176,,,,,1
G09_Y4_238_260,,,,,1
G12_Y6_080_162,,,,,1
G15_Y2_012_270,,,,,1
G15_Y1_IN1_230,,,,,1
G15_Y3_038_348,,,,,1
G15_Y3_025_220,,,,,1
G15_Y4_231_013,,,,,1
G15_Y6_094_276,,,,,1
G02_Y5_094_368,,,,,1
G15_Y2_009_247,,,,,1
G15_Y4_228_315,,,,,1
G15_Y4_233_289,,,,,1
G15_Y6_087_328,,,,,1
G15_Y6_080_164,,,,,1
G15_Y2_021_287,,,,,1
G12_Y1_END1_065,,,,,1
G15_Y3_005_275,,,,,1
G02_Y4_041_224,,,,,1
G02_Y5_107_048,,,,,1
G15_Y3_038_353,,,,,1
G15_Y4_235_026,,,,,1
G15_Y4_235_136,,,,,1
G15_Y5_012_198,,,,,1
G09_Y4_241_269,,,,,1
G02_Y6_012_128,,,,,1
G15_Y3_041_180,,,,,1
G15_Y2_015_042,,,,,1
G15_Y4_219_256,,,,,1
G09_Y1_DX1_391,,,,,1
G09_Y1_BN1_306,,,,,1
G15_Y3_010_234,,,,,1
G15_Y3_005_277,,,,,1
G15_Y2_008_005,,,,,1
G15_Y3_004_039,,,,,1
G15_Y4_237_331,,,,,1
G15_Y1_AN1_120,,,,,1
G02_Y3_007_134,,,,,1
G15_Y3_015_131,,,,,1
G15_Y5_002_227,,,,,1
G15_Y4_229_340,,,,,1
G15_Y2_005_130,,,,,1
G15_Y6_075_113,,,,,1
G15_Y3_038_308,,,,,1
G15_Y6_084_202,,,,,1
G02_Y4_039_252,,,,,1
G15_Y4_225_137,,,,,1
G02_Y5_071_349,,,,,1
G15_Y5_032_282,,,,,1
G15_Y6_085_058,,,,,1
G15_Y3_004_302,,,,,1
G15_Y6_084_180,,,,,1
G09_Y4_210_063,,,,,1
G15_Y5_005_213,,,,,1
G15_Y2_015_366,,,,,1
G15_Y3_029_093,,,,,1
G15_Y2_008_326,,,,,1
G15_Y3_012_157,,,,,1
G09_Y5_002_086,,,,,1
G15_Y4_231_198,,,,,1
G09_Y1_AX1_191,,,,,1
G02_Y3_012_048,,,,,1
G15_Y2_007_126,,,,,1
G15_Y5_005_247,,,,,1
G09_Y1_AS2_249,,,,,1
G02_Y4_029_005,,,,,1
G02_Y5_071_169,,,,,1
G15_Y4_228_389,,,,,1
G15_Y4_203_293,,,,,1
G15_Y4_234_357,,,,,1
G09_Y1_AN1_065,,,,,1
G09_Y4_240_334,,,,,1
G15_Y5_030_044,,,,,1
G09_Y5_017_032,,,,,1
G02_Y5_055_042,,,,,1
G15_Y4_232_287,,,,,1
G02_Y3_006_330,,,,,1
G02_Y6_013_033,,,,,1
G15_Y4_227_228,,,,,1
G15_Y4_238_118,,,,,1
G15_Y3_001_102,,,,,1
G15_Y6_088_296,,,,,1
G15_Y5_024_057,,,,,1
G15_Y4_241_365,,,,,1
G15_Y5_024_042,,,,,1
G15_Y6_101_154,,,,,1
G15_Y4_222_167,,,,,1
G15_Y3_018_365,,,,,1
G15_Y2_009_111,,,,,1
G09_Y2_012_260,,,,,1
G15_Y5_009_235,,,,,1
G15_Y2_005_020,,,,,1
G12_Y2_035_219,,,,,1
G15_Y4_234_051,,,,,1
G15_Y4_240_117,,,,,1
G15_Y2_004_242,,,,,1
G15_Y4_214_376,,,,,1
G15_Y6_098_275,,,,,1
G09_Y4_236_232,,,,,1
G15_Y1_CS1_331,,,,,1
G15_Y2_017_171,,,,,1
G15_Y4_204_309,,,,,1
G09_Y2_042_251,,,,,1
G12_Y6_040_297,,,,,1
G15_Y4_227_222,,,,,1
G15_Y4_205_295,,,,,1
G15_Y3_001_258,,,,,1
G02_Y4_033_062,,,,,1
G09_Y5_005_069,,,,,1
G15_Y4_212_047,,,,,1
G09_Y2_004_195,,,,,1
G15_Y6_081_246,,,,,1
G15_Y3_032_208,,,,,1
G15_Y4_207_281,,,,,1
G15_Y4_220_107,,,,,1
G15_Y4_227_235,,,,,1
G15_Y3_040_102,,,,,1
G09_Y3_026_292,,,,,1
G15_Y2_008_332,,,,,1
G15_Y4_212_215,,,,,1
G09_Y5_003_375,,,,,1
G15_Y3_036_018,,,,,1
G15_Y2_021_236,,,,,1
G15_Y3_001_025,,,,,1
G15_Y1_ES1_218,,,,,1
G15_Y3_039_185,,,,,1
G02_Y5_101_192,,,,,1
G15_Y3_014_135,,,,,1
G15_Y6_080_166,,,,,1
G12_Y5_031_338,,,,,1
G09_Y4_227_011,,,,,1
G15_Y4_231_275,,,,,1
G15_Y2_014_208,,,,,1
G15_Y2_002_068,,,,,1
G15_Y3_007_124,,,,,1
G09_Y4_210_391,,,,,1
G12_Y1_AS1_078,,,,,1
G15_Y6_098_337,,,,,1
G15_Y1_IN2_166,,,,,1
G15_Y5_030_201,,,,,1
G15_Y4_212_102,,,,,1
G15_Y4_204_016,,,,,1
G15_Y4_225_366,,,,,1
G09_Y1_IN1_391,,,,,1
G15_Y5_029_097,,,,,1
G15_Y2_010_051,,,,,1
G02_Y5_114_396,,,,,1
G15_Y2_019_029,,,,,1
G15_Y3_026_342,,,,,1
G09_Y1_HS1_294,,,,,1
G09_Y5_032_354,,,,,1
G02_Y5_110_388,,,,,1
G09_Y5_004_297,,,,,1
G12_Y3_006_153,,,,,1
G09_Y1_CN1_224,,,,,1
G15_Y1_AS2_191,,,,,1
G15_Y4_233_105,,,,,1
G12_Y1_AS2_180,,,,,1
G15_Y5_030_229,,,,,1
G15_Y1_AS2_063,,,,,1
G15_Y5_005_092,,,,,1
G15_Y4_225_203,,,,,1
G09_Y1_AN1_397,,,,,1
G15_Y4_242_263,,,,,1
G15_Y3_007_061,,,,,1
G15_Y2_017_139,,,,,1
G15_Y3_043_291,,,,,1
G02_Y3_013_357,,,,,1
G02_Y5_113_065,,,,,1
G15_Y4_219_224,,,,,1
G02_Y5_089_032,,,,,1
G15_Y2_004_077,,,,,1
G02_Y5_110_233,,,,,1
G09_Y2_011_241,,,,,1
G12_Y6_051_249,,,,,1
G02_Y5_110_396,,,,,1
G09_Y2_020_384,,,,,1
G15_Y3_021_096,,,,,1
G15_Y3_018_041,,,,,1
G12_Y2_036_324,,,,,1
G15_Y5_021_252,,,,,1
G15_Y2_011_023,,,,,1
G02_Y6_004_365,,,,,1
G12_Y2_012_309,,,,,1
G02_Y3_013_271,,,,,1
G09_Y1_AX1_001,,,,,1
G15_Y1_AS2_052,,,,,1
G15_Y1_IS1_183,,,,,1
G15_Y1_DS1_369,,,,,1
G02_Y4_030_317,,,,,1
G15_Y1_GS1_228,,,,,1
G15_Y4_221_090,,,,,1
G12_Y1_ND3_325,,,,,1
G15_Y1_AS1_323,,,,,1
G15_Y2_003_364,,,,,1
G15_Y1_IN1_180,,,,,1
G15_Y3_002_274,,,,,1
G02_Y3_019_336,,,,,1
G15_Y1_BS2_260,,,,,1
G02_Y4_030_319,,,,,1
G15_Y2_019_195,,,,,1
G15_Y1_FS2_304,,,,,1
G15_Y4_217_026,,,,,1
G15_Y6_070_247,,,,,1
G15_Y5_003_274,,,,,1
G02_Y6_009_010,,,,,1
G15_Y3_013_062,,,,,1
G15_Y2_015_210,,,,,1
G02_Y5_110_095,,,,,1
G09_Y2_041_281,,,,,1
G15_Y1_IS1_342,,,,,1
G02_Y5_088_205,,,,,1
G15_Y4_209_224,,,,,1
G15_Y4_206_262,,,,,1
G15_Y1_CX2_256,,,,,1
G15_Y3_050_130,,,,,1
G15_Y3_016_388,,,,,1
G15_Y3_007_266,,,,,1
G09_Y5_015_139,,,,,1
G15_Y1_HS2_176,,,,,1
G15_Y4_209_106,,,,,1
G15_Y5_021_236,,,,,1
G09_Y5_051_132,,,,,1
G09_Y4_234_130,,,,,1
G15_Y4_229_247,,,,,1
G15_Y3_032_203,,,,,1
G02_Y5_085_118,,,,,1
G15_Y5_034_298,,,,,1
G15_Y4_231_320,,,,,1
G15_Y4_207_395,,,,,1
G15_Y2_017_249,,,,,1
G15_Y2_007_085,,,,,1
G12_Y3_024_067,,,,,1
G15_Y3_007_296,,,,,1
G15_Y3_005_265,,,,,1
G15_Y2_007_208,,,,,1
G15_Y5_023_034,,,,,1
G15_Y4_221_195,,,,,1
G15_Y4_212_077,,,,,1
G02_Y6_004_015,,,,,1
G15_Y4_225_170,,,,,1
G02_Y3_005_226,,,,,1
G02_Y5_086_270,,,,,1
G15_Y3_005_263,,,,,1
G15_Y2_005_257,,,,,1
G09_Y2_027_192,,,,,1
G09_Y6_067_059,,,,,1
G15_Y4_203_187,,,,,1
G12_Y6_054_240,,,,,1
G15_Y1_BS1_232,,,,,1
G15_Y1_GS1_046,,,,,1
G15_Y6_098_234,,,,,1
G12_Y2_009_147,,,,,1
G15_Y5_029_096,,,,,1
G15_Y2_020_326,,,,,1
G15_Y4_211_127,,,,,1
G15_Y3_036_032,,,,,1
G09_Y4_203_094,,,,,1
G02_Y4_038_249,,,,,1
G09_Y1_AN2_295,,,,,1
G15_Y4_216_322,,,,,1
G15_Y2_007_263,,,,,1
G15_Y4_220_360,,,,,1
G15_Y4_226_068,,,,,1
G15_Y2_004_364,,,,,1
G15_Y4_230_066,,,,,1
G09_Y5_016_185,,,,,1
G15_Y2_017_389,,,,,1
G02_Y3_015_036,,,,,1
G09_Y1_FS1_303,,,,,1
G12_Y6_080_126,,,,,1
G15_Y6_095_235,,,,,1
G09_Y4_230_153,,,,,1
G15_Y4_227_336,,,,,1
G09_Y1_AX2_389,,,,,1
G09_Y4_219_260,,,,,1
G15_Y2_012_246,,,,,1
G15_Y5_021_123,,,,,1
G02_Y5_110_392,,,,,1
G15_Y3_001_228,,,,,1
G09_Y5_034_201,,,,,1
G09_Y4_259_287,,,,,1
G15_Y1_HN1_186,,,,,1
G09_Y4_211_051,,,,,1
G15_Y4_232_363,,,,,1
G15_Y4_230_232,,,,,1
G09_Y4_201_184,,,,,1
G15_Y3_009_206,,,,,1
G09_Y4_233_348,,,,,1
G15_Y1_CX1_389,,,,,1
G15_Y4_221_201,,,,,1
G15_Y3_017_006,,,,,1
G15_Y2_012_346,,,,,1
G15_Y3_042_311,,,,,1
G15_Y3_047_177,,,,,1
G15_Y3_043_244,,,,,1
G15_Y1_ES1_330,,,,,1
G09_Y1_GN1_078,,,,,1
G09_Y1_GN2_209,,,,,1
G09_Y1_AN1_301,,,,,1
G15_Y4_212_147,,,,,1
G02_Y5_095_038,,,,,1
G15_Y6_095_222,,,,,1
G02_Y4_027_073,,,,,1
G15_Y1_BN1_095,,,,,1
G02_Y3_019_301,,,,,1
G12_Y2_025_360,,,,,1
G09_Y1_HS2_395,,,,,1
G02_Y3_016_031,,,,,1
G02_Y5_083_025,,,,,1
G12_Y3_012_294,,,,,1
G02_Y6_016_134,,,,,1
G15_Y2_020_015,,,,,1
G09_Y4_243_156,,,,,1
G15_Y1_BX1_394,,,,,1
G15_Y1_IN2_188,,,,,1
G02_Y4_034_369,,,,,1
G02_Y5_110_385,,,,,1
G15_Y1_IS1_032,,,,,1
G09_Y4_248_064,,,,,1
G09_Y5_041_028,,,,,1
G15_Y6_093_218,,,,,1
G15_Y4_238_296,,,,,1
G09_Y3_009_334,,,,,1
G09_Y4_262_376,,,,,1
G15_Y2_019_369,,,,,1
G09_Y2_026_234,,,,,1
G09_Y4_250_122,,,,,1
G15_Y3_001_121,,,,,1
G15_Y2_016_222,,,,,1
G15_Y4_205_343,,,,,1
G15_Y4_224_306,,,,,1
G09_Y4_206_082,,,,,1
G15_Y4_216_121,,,,,1
G09_Y5_053_181,,,,,1
G15_Y4_201_069,,,,,1
G15_Y1_DS2_164,,,,,1
G12_Y6_053_317,,,,,1
G09_Y5_018_170,,,,,1
G12_Y1_CS1_017,,,,,1
G15_Y3_030_017,,,,,1
G09_Y1_CN1_208,,,,,1
G15_Y4_211_164,,,,,1
G15_Y3_052_180,,,,,1
G09_Y6_063_053,,,,,1
G15_Y4_235_194,,,,,1
G15_Y3_032_234,,,,,1
G15_Y6_095_265,,,,,1
G09_Y4_246_245,,,,,1
G15_Y1_BS1_321,,,,,1
G15_Y2_002_074,,,,,1
G09_Y4_211_081,,,,,1
G09_Y3_009_340,,,,,1
G15_Y6_086_299,,,,,1
G15_Y4_237_325,,,,,1
G15_Y3_027_137,,,,,1
G09_Y3_006_037,,,,,1
G15_Y4_212_299,,,,,1
G15_Y1_AN1_222,,,,,1
G15_Y4_201_269,,,,,1
G12_Y6_054_023,,,,,1
G15_Y5_012_209,,,,,1
G09_Y5_006_371,,,,,1
G15_Y3_011_349,,,,,1
G09_Y4_203_357,,,,,1
G09_Y4_261_317,,,,,1
G12_Y1_CX1_131,,,,,1
G09_Y4_237_208,,,,,1
G15_Y4_240_377,,,,,1
G15_Y2_021_278,,,,,1
G09_Y4_216_356,,,,,1
G09_Y1_AN2_204,,,,,1
G15_Y2_015_216,,,,,1
G09_Y4_205_037,,,,,1
G12_Y1_AS1_196,,,,,1
G09_Y1_BX2_167,,,,,1
G15_Y5_024_375,,,,,1
G12_Y5_014_128,,,,,1
G09_Y1_AS2_259,,,,,1
G15_Y6_094_061,,,,,1
G15_Y4_225_354,,,,,1
G12_Y1_IS1_195,,,,,1
G15_Y4_201_241,,,,,1
G15_Y3_034_020,,,,,1
G02_Y6_013_165,,,,,1
G12_Y6_053_179,,,,,1
G15_Y5_061_323,,,,,1
G12_Y1_ND4_332,,,,,1
G09_Y1_EN1_373,,,,,1
G09_Y2_028_203,,,,,1
G09_Y4_201_002,,,,,1
G09_Y2_012_270,,,,,1
G15_Y3_004_332,,,,,1
G09_Y4_222_169,,,,,1
G15_Y4_237_358,,,,,1
G15_Y4_235_338,,,,,1
G15_Y5_035_210,,,,,1
G09_Y4_203_238,,,,,1
G12_Y1_DX1_380,,,,,1
G15_Y1_BN2_283,,,,,1
G15_Y4_237_330,,,,,1
G15_Y3_037_174,,,,,1
G09_Y3_009_352,,,,,1
G09_Y4_231_165,,,,,1
G12_Y3_034_057,,,,,1
G15_Y1_DS1_246,,,,,1
G15_Y6_073_067,,,,,1
G09_Y1_AN2_339,,,,,1
G15_Y1_IS2_225,,,,,1
G15_Y3_032_198,,,,,1
G12_Y6_061_161,,,,,1
G09_Y4_218_112,,,,,1
G15_Y4_224_027,,,,,1
G09_Y4_233_156,,,,,1
G12_Y4_211_266,,,,,1
G15_Y5_005_174,,,,,1
G15_Y4_229_372,,,,,1
G09_Y1_FX2_060,,,,,1
G02_Y5_106_361,,,,,1
G12_Y1_CX1_164,,,,,1
G15_Y3_020_265,,,,,1
G12_Y1_AN1_223,,,,,1
G15_Y2_019_093,,,,,1
G15_Y2_002_361,,,,,1
G09_Y4_252_291,,,,,1
G02_Y6_010_155,,,,,1
G15_Y5_005_358,,,,,1
G12_Y6_061_166,,,,,1
G15_Y1_ES1_242,,,,,1
G09_Y5_032_367,,,,,1
G15_Y5_035_288,,,,,1
G02_Y6_016_184,,,,,1
G09_Y4_214_160,,,,,1
G12_Y6_061_143,,,,,1
G09_Y4_204_284,,,,,1
G12_Y3_022_209,,,,,1
G12_Y5_011_165,,,,,1
G09_Y1_BS2_242,,,,,1
G15_Y1_FN1_257,,,,,1
G02_Y4_035_215,,,,,1
G12_Y2_024_059,,,,,1
G15_Y3_036_187,,,,,1
G12_Y1_CS2_144,,,,,1
G12_Y5_004_012,,,,,1
G09_Y4_223_152,,,,,1
G12_Y6_057_195,,,,,1
G02_Y4_041_374,,,,,1
G09_Y4_201_048,,,,,1
G09_Y2_024_112,,,,,1
G09_Y1_IN2_006,,,,,1
G15_Y4_203_321,,,,,1
G09_Y4_205_357,,,,,1
G09_Y4_211_234,,,,,1
G15_Y3_037_171,,,,,1
G02_Y6_002_138,,,,,1
G15_Y4_235_017,,,,,1
G02_Y6_015_318,,,,,1
G12_Y1_HN1_066,,,,,1
G09_Y4_211_244,,,,,1
G09_Y1_IS2_166,,,,,1
G15_Y4_228_197,,,,,1
G12_Y6_057_040,,,,,1
G09_Y1_AN2_304,,,,,1
G15_Y1_DS1_245,,,,,1
G15_Y1_GN1_101,,,,,1
G09_Y2_019_340,,,,,1
G09_Y1_GN2_205,,,,,1
G12_Y6_052_353,,,,,1
G09_Y4_225_324,,,,,1
G15_Y4_212_265,,,,,1
G12_Y5_028_328,,,,,1
G09_Y2_041_136,,,,,1
G09_Y1_CN1_313,,,,,1
G12_Y1_DS2_113,,,,,1
G09_Y2_035_240,,,,,1
G02_Y5_114_011,,,,,1
G15_Y3_009_349,,,,,1
G15_Y1_DN2_152,,,,,1
G09_Y1_BX1_162,,,,,1
G12_Y1_GS1_213,,,,,1
G09_Y1_BS1_334,,,,,1
G15_Y1_DS2_109,,,,,1
G12_Y3_026_251,,,,,1
G15_Y1_GN1_242,,,,,1
G09_Y4_232_255,,,,,1
G09_Y1_DX2_253,,,,,1
G15_Y5_009_214,,,,,1
G09_Y1_ES2_255,,,,,1
G12_Y1_GS1_188,,,,,1
G09_Y2_040_376,,,,,1
G12_Y6_056_059,,,,,1
G09_Y2_005_009,,,,,1
G12_Y1_CX1_370,,,,,1
G15_Y3_004_276,,,,,1
G09_Y4_221_055,,,,,1
G02_Y6_003_165,,,,,1
G09_Y1_ES1_056,,,,,1
G09_Y4_233_315,,,,,1
G15_Y2_004_220,,,,,1
G12_Y1_IN1_328,,,,,1
G09_Y1_AX2_240,,,,,1
G09_Y1_CN1_308,,,,,1
G15_Y2_010_035,,,,,1
G12_Y1_ES1_274,,,,,1
G09_Y2_041_209,,,,,1
G15_Y1_GS2_335,,,,,1
G15_Y6_072_379,,,,,1
G09_Y4_212_332,,,,,1
G09_Y4_214_093,,,,,1
G09_Y4_204_005,,,,,1
G09_Y4_233_101,,,,,1
